refyear,flowcode,partnerdesc,cmdcode,cmddesc,primaryvalue,continent,partner_lat,partner_lon
2020,X,Italy,5,Other animal products,640852.3036824999,Europe,41.9,12.5
2020,X,Italy,6,Live plants,70870.7579559,Europe,41.9,12.5
2020,X,Italy,7,Vegetables,614.1155986,Europe,41.9,12.5
2020,X,Cote d'Ivoire,2,Meat & offal,3182752.4398446,Africa,0.0,0.0
2020,X,Jamaica,3,Fish & seafood,438932.4541924,Americas,0.0,0.0
2020,X,Jamaica,4,"Dairy, eggs & honey",376553.1232428,Americas,0.0,0.0
2020,X,Jamaica,2,Meat & offal,1923428.4940885,Americas,0.0,0.0
2020,X,Japan,4,"Dairy, eggs & honey",55966879.896732695,Asia,36.2,138.3
2020,X,Japan,2,Meat & offal,49489860.416914396,Asia,36.2,138.3
2020,X,Japan,6,Live plants,22840.4970717,Asia,36.2,138.3
2020,X,Kazakhstan,1,Live animals,3211163.0560701997,Other,0.0,0.0
2020,X,Jordan,4,"Dairy, eggs & honey",1722562.5600645,Middle East,0.0,0.0
2020,X,Jordan,2,Meat & offal,16217.464099899998,Middle East,0.0,0.0
2020,X,Kenya,4,"Dairy, eggs & honey",455461.4843856,Africa,0.0,0.0
2020,X,Kenya,5,Other animal products,1698.0848962,Africa,0.0,0.0
2020,X,Rep. of Korea,4,"Dairy, eggs & honey",2248721.4883231,Asia,35.9,127.8
2020,X,Rep. of Korea,2,Meat & offal,8393863.0105834,Asia,35.9,127.8
2020,X,Rep. of Korea,3,Fish & seafood,1062332.0501633,Asia,35.9,127.8
2020,X,Rep. of Korea,9,"Coffee, tea & spices",5874.6728327,Asia,35.9,127.8
2020,X,Kuwait,7,Vegetables,2503.5486308,Middle East,0.0,0.0
2020,X,Kuwait,2,Meat & offal,437066.0634543,Middle East,0.0,0.0
2020,X,Kuwait,3,Fish & seafood,26.047238699999998,Middle East,0.0,0.0
2020,X,Kuwait,4,"Dairy, eggs & honey",795432.1445525,Middle East,0.0,0.0
2020,X,Lebanon,3,Fish & seafood,96.1748921,Middle East,0.0,0.0
2020,X,Lebanon,9,"Coffee, tea & spices",96.1748921,Middle East,0.0,0.0
2020,X,Lebanon,4,"Dairy, eggs & honey",1848551.4573343997,Middle East,0.0,0.0
2020,X,Latvia,9,"Coffee, tea & spices",1927.5018035,Europe,0.0,0.0
2020,X,Latvia,3,Fish & seafood,360911.7059702,Europe,0.0,0.0
2020,X,Latvia,2,Meat & offal,221228.92970359998,Europe,0.0,0.0
2020,X,Liberia,2,Meat & offal,543427.3011258,Other,0.0,0.0
2020,X,Liberia,3,Fish & seafood,505486.36978209997,Other,0.0,0.0
2020,X,Libya,1,Live animals,8050614.395284999,Africa,0.0,0.0
2020,X,Libya,4,"Dairy, eggs & honey",9183755.0906906,Africa,0.0,0.0
2020,X,Libya,9,"Coffee, tea & spices",20.0364724,Africa,0.0,0.0
2020,X,Lithuania,3,Fish & seafood,128673.77492340001,Europe,0.0,0.0
2020,X,Lithuania,2,Meat & offal,891149.0439768,Europe,0.0,0.0
2020,X,Lithuania,4,"Dairy, eggs & honey",286102.792696,Europe,0.0,0.0
2020,X,Luxembourg,2,Meat & offal,5008329.1564438995,Europe,49.6,6.1
2020,X,Luxembourg,1,Live animals,47887.001509899994,Europe,49.6,6.1
2020,X,Luxembourg,9,"Coffee, tea & spices",5034.1461485,Europe,49.6,6.1
2020,X,Madagascar,4,"Dairy, eggs & honey",310808.6788576,Africa,0.0,0.0
2020,X,Malawi,4,"Dairy, eggs & honey",1570187.7249128,Other,0.0,0.0
2020,X,Malaysia,4,"Dairy, eggs & honey",44193691.3107046,Asia,4.2,108.0
2020,X,Malaysia,9,"Coffee, tea & spices",1704.0956625,Asia,4.2,108.0
2020,X,Malaysia,3,Fish & seafood,374765.8767461,Asia,4.2,108.0
2020,X,Malaysia,10,Cereals,2872.2183196,Asia,4.2,108.0
2020,X,Mali,4,"Dairy, eggs & honey",1778708.5658517,Other,0.0,0.0
2020,X,Malta,7,Vegetables,145451.2568481,Europe,0.0,0.0
2020,X,Malta,3,Fish & seafood,103209.5112636,Europe,0.0,0.0
2020,X,Malta,10,Cereals,9460.1874647,Europe,0.0,0.0
2020,X,Malta,4,"Dairy, eggs & honey",4466848.3919458,Europe,0.0,0.0
2020,X,Malta,1,Live animals,7533.6873094,Europe,0.0,0.0
2020,X,Malta,9,"Coffee, tea & spices",1641.9829488999999,Europe,0.0,0.0
2020,X,Malta,2,Meat & offal,5837695.954419,Europe,0.0,0.0
2020,X,Malta,8,Fruit & nuts,10686.415365500001,Europe,0.0,0.0
2020,X,Mauritius,4,"Dairy, eggs & honey",1401203.7136783001,Other,0.0,0.0
2020,X,Mexico,4,"Dairy, eggs & honey",626332.9244788,Americas,23.6,-102.6
2020,X,Rep. of Moldova,3,Fish & seafood,121600.924725,Other,0.0,0.0
2020,X,Rep. of Moldova,9,"Coffee, tea & spices",358.6514526,Other,0.0,0.0
2020,X,Morocco,1,Live animals,51573.699275,Africa,31.8,-7.1
2020,X,Morocco,8,Fruit & nuts,4780.6852989,Africa,31.8,-7.1
2020,X,Morocco,9,"Coffee, tea & spices",701.2739027,Africa,31.8,-7.1
2020,X,Morocco,4,"Dairy, eggs & honey",26284374.578475997,Africa,31.8,-7.1
2020,X,Morocco,7,Vegetables,12522.751395000001,Africa,31.8,-7.1
2020,X,Morocco,3,Fish & seafood,18131.941845499998,Africa,31.8,-7.1
2020,X,Mozambique,2,Meat & offal,467243.8905813,Africa,0.0,0.0
2020,X,Mozambique,4,"Dairy, eggs & honey",618954.5198305,Africa,0.0,0.0
2020,X,Oman,9,"Coffee, tea & spices",30.054708599999998,Middle East,0.0,0.0
2020,X,Oman,4,"Dairy, eggs & honey",1440725.5169055,Middle East,0.0,0.0
2020,X,Namibia,2,Meat & offal,27550.053068999998,Other,0.0,0.0
2020,X,Nepal,4,"Dairy, eggs & honey",29126.9183597,Asia,0.0,0.0
2020,X,Netherlands,5,Other animal products,1531514.4624325,Europe,52.1,5.3
2020,X,Netherlands,6,Live plants,1863108.9053093998,Europe,52.1,5.3
2020,X,Netherlands,9,"Coffee, tea & spices",13975.3903814,Europe,52.1,5.3
2020,X,Netherlands,1,Live animals,6855176.5181158,Europe,52.1,5.3
2020,X,Netherlands,8,Fruit & nuts,637059.4127891,Europe,52.1,5.3
2020,X,Netherlands,7,Vegetables,305507.0470305,Europe,52.1,5.3
2020,X,Netherlands,3,Fish & seafood,16165903.290486598,Europe,52.1,5.3
2020,X,New Caledonia,3,Fish & seafood,56776.151265399996,Other,0.0,0.0
2020,X,New Caledonia,2,Meat & offal,351067.8214624,Other,0.0,0.0
2020,X,New Zealand,3,Fish & seafood,13328.2151296,Oceania,-40.9,174.9
2020,X,New Zealand,4,"Dairy, eggs & honey",3671127.722717,Oceania,-40.9,174.9
2020,X,New Zealand,2,Meat & offal,4122404.6042262996,Oceania,-40.9,174.9
2020,X,New Zealand,9,"Coffee, tea & spices",2573.6762842000003,Oceania,-40.9,174.9
2020,X,Niger,4,"Dairy, eggs & honey",117212.9530572,Other,0.0,0.0
2020,X,Nigeria,4,"Dairy, eggs & honey",56909785.9731807,Africa,9.1,8.7
2020,X,Nigeria,3,Fish & seafood,49152110.7914683,Africa,9.1,8.7
2020,X,Norway,2,Meat & offal,727843.349198,Europe,60.5,8.5
2020,X,Norway,1,Live animals,450306.1186316,Europe,60.5,8.5
2020,X,Norway,9,"Coffee, tea & spices",294.5354426,Europe,60.5,8.5
2020,X,Norway,8,Fruit & nuts,23176.106230200003,Europe,60.5,8.5
2020,X,Norway,4,"Dairy, eggs & honey",1018672.7294191,Europe,60.5,8.5
2020,X,Norway,10,Cereals,11130.221825800001,Europe,60.5,8.5
2020,X,Pakistan,9,"Coffee, tea & spices",135.2453116,Asia,0.0,0.0
2020,X,Pakistan,7,Vegetables,21038.222343600002,Asia,0.0,0.0
2020,X,Pakistan,4,"Dairy, eggs & honey",2817751.304242,Asia,0.0,0.0
2020,X,Pakistan,8,Fruit & nuts,250.45502789999998,Asia,0.0,0.0
2020,X,Panama,4,"Dairy, eggs & honey",4962226.3964861,Americas,0.0,0.0
2020,X,Papua New Guinea,2,Meat & offal,70370.8504254,Other,0.0,0.0
2020,X,Peru,4,"Dairy, eggs & honey",6079380.0472244,Americas,0.0,0.0
2020,X,Philippines,4,"Dairy, eggs & honey",23604460.6978831,Asia,0.0,0.0
2020,X,Philippines,5,Other animal products,85027.47823709999,Asia,0.0,0.0
2020,X,Philippines,10,Cereals,1288.3406144,Asia,0.0,0.0
2020,X,Philippines,2,Meat & offal,50936030.8258984,Asia,0.0,0.0
2020,X,Philippines,3,Fish & seafood,46844.1068053,Asia,0.0,0.0
2020,X,Philippines,9,"Coffee, tea & spices",6964.6537737,Asia,0.0,0.0
2020,X,Poland,9,"Coffee, tea & spices",1078.9601794999999,Europe,52.0,20.0
2020,X,Poland,6,Live plants,8503.449416,Europe,52.0,20.0
2020,X,Poland,10,Cereals,108370.888661,Europe,52.0,20.0
2020,X,Poland,2,Meat & offal,12742359.379875299,Europe,52.0,20.0
2020,X,Poland,1,Live animals,1239316.5965845,Europe,52.0,20.0
2020,X,Poland,4,"Dairy, eggs & honey",12536589.535896301,Europe,52.0,20.0
2020,X,Poland,3,Fish & seafood,43996222.5489983,Europe,52.0,20.0
2020,X,Poland,5,Other animal products,4455095.0379334,Europe,52.0,20.0
2020,X,Portugal,1,Live animals,137005.9126758,Europe,39.4,-8.2
2020,X,Portugal,5,Other animal products,16562.0898464,Europe,39.4,-8.2
2020,X,Portugal,6,Live plants,14225.8454093,Europe,39.4,-8.2
2020,X,Portugal,3,Fish & seafood,4087643.4507026994,Europe,39.4,-8.2
2020,X,Portugal,2,Meat & offal,13563401.0525125,Europe,39.4,-8.2
2020,X,Portugal,4,"Dairy, eggs & honey",1711361.2089371,Europe,39.4,-8.2
2020,X,Portugal,7,Vegetables,817.4852672000001,Europe,39.4,-8.2
2020,X,Portugal,9,"Coffee, tea & spices",19217.9153166,Europe,39.4,-8.2
2020,X,Guinea-Bissau,2,Meat & offal,77128.1270606,Other,0.0,0.0
2020,X,Timor-Leste,4,"Dairy, eggs & honey",8351.1725766,Other,0.0,0.0
2020,X,Qatar,2,Meat & offal,321095.3673004,Middle East,0.0,0.0
2020,X,Qatar,3,Fish & seafood,7195.0723292,Middle East,0.0,0.0
2020,X,Qatar,7,Vegetables,873.5872145,Middle East,0.0,0.0
2020,X,Qatar,5,Other animal products,16029.121785599998,Middle East,0.0,0.0
2020,X,Qatar,4,"Dairy, eggs & honey",1116597.6403834,Middle East,0.0,0.0
2020,X,Qatar,8,Fruit & nuts,42480.17820269999,Middle East,0.0,0.0
2020,X,Qatar,9,"Coffee, tea & spices",1215.2080164,Middle East,0.0,0.0
2020,X,Romania,4,"Dairy, eggs & honey",2143020.4499613,Europe,45.9,24.9
2020,X,Romania,1,Live animals,332053.2758144,Europe,45.9,24.9
2020,X,Romania,2,Meat & offal,2767661.3003102,Europe,45.9,24.9
2020,X,Romania,3,Fish & seafood,3226801.4683982,Europe,45.9,24.9
2020,X,Romania,5,Other animal products,12429.5823246,Europe,45.9,24.9
2020,X,Romania,9,"Coffee, tea & spices",714.2979606,Europe,45.9,24.9
2020,X,Russia,7,Vegetables,1.0016482,Europe/Asia,61.5,105.0
2020,X,Russia,3,Fish & seafood,52.094477399999995,Europe/Asia,61.5,105.0
2020,X,Russia,10,Cereals,54.0986509,Europe/Asia,61.5,105.0
2020,X,Russia,9,"Coffee, tea & spices",73.132598,Europe/Asia,61.5,105.0
2020,X,Rwanda,5,Other animal products,1502.7301674,Africa,0.0,0.0
2020,X,Saint Vincent and the Grenadines,4,"Dairy, eggs & honey",99693.12263679999,Other,0.0,0.0
2020,X,Saudi Arabia,4,"Dairy, eggs & honey",43340986.1123008,Middle East,23.9,45.1
2020,X,Saudi Arabia,9,"Coffee, tea & spices",609.1064805,Middle East,23.9,45.1
2020,X,Saudi Arabia,2,Meat & offal,772181.9040761,Middle East,23.9,45.1
2020,X,Senegal,2,Meat & offal,3104036.4284860003,Africa,0.0,0.0
2020,X,Senegal,4,"Dairy, eggs & honey",213888.5938266,Africa,0.0,0.0
2020,X,Serbia,7,Vegetables,69156.6440572,Europe,0.0,0.0
2020,X,Serbia,1,Live animals,379890.1861433,Europe,0.0,0.0
2020,X,Serbia,9,"Coffee, tea & spices",50.091181,Europe,0.0,0.0
2020,X,Seychelles,4,"Dairy, eggs & honey",1337440.8688704,Other,0.0,0.0
2020,X,Sierra Leone,2,Meat & offal,218981.846867,Other,0.0,0.0
2020,X,Sierra Leone,4,"Dairy, eggs & honey",78029.7648102,Other,0.0,0.0
2020,X,India,5,Other animal products,763238.6556697,Asia,20.6,78.9
2020,X,India,4,"Dairy, eggs & honey",166165.8906887,Asia,20.6,78.9
2020,X,India,9,"Coffee, tea & spices",256.4657942,Asia,20.6,78.9
2020,X,India,3,Fish & seafood,236106.9603599,Asia,20.6,78.9
2020,X,Singapore,3,Fish & seafood,610333.8574018,Asia,1.3,103.8
2020,X,Singapore,8,Fruit & nuts,186.3381408,Asia,1.3,103.8
2020,X,Singapore,7,Vegetables,48040.2799975,Asia,1.3,103.8
2020,X,Singapore,10,Cereals,1604.9158258,Asia,1.3,103.8
2020,X,Singapore,4,"Dairy, eggs & honey",19973596.1252408,Asia,1.3,103.8
2020,X,Singapore,1,Live animals,92091.31184750001,Asia,1.3,103.8
2020,X,Slovakia,4,"Dairy, eggs & honey",104960.6931625,Europe,48.7,19.7
2020,X,Slovakia,7,Vegetables,1653.0028333,Europe,48.7,19.7
2020,X,Slovakia,9,"Coffee, tea & spices",331.6025657,Europe,48.7,19.7
2020,X,Slovakia,2,Meat & offal,3638567.5674417997,Europe,48.7,19.7
2020,X,Slovakia,1,Live animals,573958.7714644,Europe,48.7,19.7
2020,X,Slovakia,3,Fish & seafood,831088.9259365,Europe,48.7,19.7
2020,X,Vietnam,2,Meat & offal,1304513.0455546,Asia,0.0,0.0
2020,X,Vietnam,3,Fish & seafood,1739323.0104613998,Asia,0.0,0.0
2020,X,Vietnam,4,"Dairy, eggs & honey",2317095.7109398,Asia,0.0,0.0
2020,X,Vietnam,5,Other animal products,381624.33651439997,Asia,0.0,0.0
2020,X,Slovenia,1,Live animals,10018.201115999998,Europe,46.2,14.8
2020,X,Slovenia,9,"Coffee, tea & spices",954.7347523,Europe,46.2,14.8
2020,X,Slovenia,2,Meat & offal,248117.7818147,Europe,46.2,14.8
2020,X,Slovenia,3,Fish & seafood,74533.4126558,Europe,46.2,14.8
2020,X,South Africa,3,Fish & seafood,2003.6402231999998,Africa,-30.6,22.9
2020,X,South Africa,4,"Dairy, eggs & honey",8125404.273735,Africa,-30.6,22.9
2020,X,South Africa,9,"Coffee, tea & spices",57.103595500000004,Africa,-30.6,22.9
2020,X,South Africa,2,Meat & offal,37879383.446538895,Africa,-30.6,22.9
2020,X,Spain,3,Fish & seafood,48072183.7749902,Europe,40.0,-4.0
2020,X,Spain,8,Fruit & nuts,3160509.0277208,Europe,40.0,-4.0
2020,X,Spain,7,Vegetables,71854.5457686,Europe,40.0,-4.0
2020,X,Spain,4,"Dairy, eggs & honey",41902810.2268601,Europe,40.0,-4.0
2020,X,Spain,6,Live plants,3888.0641373000003,Europe,40.0,-4.0
2020,X,Spain,5,Other animal products,814533.8493817,Europe,40.0,-4.0
2020,X,Spain,1,Live animals,21811469.1821495,Europe,40.0,-4.0
2020,X,Spain,9,"Coffee, tea & spices",738248.2531788,Europe,40.0,-4.0
2020,X,South Sudan,6,Live plants,45.0820629,Other,0.0,0.0
2020,X,Suriname,4,"Dairy, eggs & honey",927017.2090921,Other,0.0,0.0
2020,X,Sweden,4,"Dairy, eggs & honey",3634185.6056632,Europe,63.0,16.0
2020,X,Sweden,3,Fish & seafood,2533216.3593716,Europe,63.0,16.0
2020,X,Sweden,9,"Coffee, tea & spices",1719.1230168,Europe,63.0,16.0
2020,X,Sweden,1,Live animals,26636.3929097,Europe,63.0,16.0
2020,X,Sweden,6,Live plants,13374.2988407,Europe,63.0,16.0
2020,X,Sweden,2,Meat & offal,111639381.9666125,Europe,63.0,16.0
2020,X,Switzerland,3,Fish & seafood,5894362.9067344,Europe,46.8,8.2
2020,X,Switzerland,4,"Dairy, eggs & honey",3814419.0550326,Europe,46.8,8.2
2020,X,Switzerland,1,Live animals,284348.6058525,Europe,46.8,8.2
2020,X,Switzerland,6,Live plants,17359.5386412,Europe,46.8,8.2
2020,X,Switzerland,5,Other animal products,47194.7433181,Europe,46.8,8.2
2020,X,Switzerland,7,Vegetables,1533.7865242,Europe,46.8,8.2
2020,X,Thailand,9,"Coffee, tea & spices",66.12018350000001,Asia,0.0,0.0
2020,X,Thailand,4,"Dairy, eggs & honey",7148213.9089998,Asia,0.0,0.0
2020,X,Togo,3,Fish & seafood,1509526.5153318,Other,0.0,0.0
2020,X,Trinidad and Tobago,2,Meat & offal,3657160.3463983,Americas,0.0,0.0
2020,X,United Arab Emirates,1,Live animals,77841.4224959,Middle East,23.4,53.8
2020,X,United Arab Emirates,3,Fish & seafood,2201864.3574599,Middle East,23.4,53.8
2020,X,United Arab Emirates,6,Live plants,2680.8701836,Middle East,23.4,53.8
2020,X,United Arab Emirates,10,Cereals,73.132598,Middle East,23.4,53.8
2020,X,United Arab Emirates,7,Vegetables,14300.9821808,Middle East,23.4,53.8
2020,X,United Arab Emirates,2,Meat & offal,799426.4018181,Middle East,23.4,53.8
2020,X,United Arab Emirates,5,Other animal products,23642.9549846,Middle East,23.4,53.8
2020,X,Tunisia,4,"Dairy, eggs & honey",5273512.9439825,Africa,0.0,0.0
2020,X,Tunisia,1,Live animals,134995.26003809998,Africa,0.0,0.0
2020,X,Tunisia,2,Meat & offal,106587.6487571,Africa,0.0,0.0
2020,X,Tunisia,9,"Coffee, tea & spices",27.0488869,Africa,0.0,0.0
2020,X,Türkiye,4,"Dairy, eggs & honey",13785721.965576401,Middle East,39.0,35.0
2020,X,Türkiye,5,Other animal products,279817.3739333,Middle East,39.0,35.0
2020,X,Türkiye,1,Live animals,2977975.4002663,Middle East,39.0,35.0
2020,X,Uganda,2,Meat & offal,39233.279428,Africa,0.0,0.0
2020,X,Ukraine,9,"Coffee, tea & spices",5596.167269699999,Europe/Asia,48.4,31.2
2020,X,Ukraine,2,Meat & offal,158585.11802,Europe/Asia,48.4,31.2
2020,X,Ukraine,7,Vegetables,775.4090259999999,Europe/Asia,48.4,31.2
2020,X,Ukraine,3,Fish & seafood,2823620.9679566002,Europe/Asia,48.4,31.2
2020,X,Egypt,3,Fish & seafood,18816857.5577906,Africa,26.8,30.8
2020,X,Egypt,5,Other animal products,69969.1202063,Africa,26.8,30.8
2020,X,Egypt,9,"Coffee, tea & spices",40.0729448,Africa,26.8,30.8
2020,X,Egypt,7,Vegetables,49675.2505319,Africa,26.8,30.8
2020,X,United Kingdom,4,"Dairy, eggs & honey",841049177.1923276,Europe,55.4,-3.4
2020,X,United Kingdom,5,Other animal products,11701065.5520556,Europe,55.4,-3.4
2020,X,United Kingdom,8,Fruit & nuts,30739837.28445,Europe,55.4,-3.4
2020,X,United Kingdom,9,"Coffee, tea & spices",25356664.1095439,Europe,55.4,-3.4
2020,X,United Kingdom,7,Vegetables,134019816.84779379,Europe,55.4,-3.4
2020,X,United Kingdom,6,Live plants,14742824.8352504,Europe,55.4,-3.4
2020,X,United Kingdom,3,Fish & seafood,41175006.9506069,Europe,55.4,-3.4
2020,X,Tanzania,4,"Dairy, eggs & honey",268551.9067959,Africa,0.0,0.0
2020,X,United States,5,Other animal products,966019.0683163999,Americas,39.5,-98.4
2020,X,United States,4,"Dairy, eggs & honey",230895038.21642512,Americas,39.5,-98.4
2020,X,United States,2,Meat & offal,60200130.8877157,Americas,39.5,-98.4
2020,X,United States,9,"Coffee, tea & spices",3017452.1214306,Americas,39.5,-98.4
2020,X,United States,10,Cereals,1077457.5300258,Americas,39.5,-98.4
2020,X,United States,7,Vegetables,44988.7359516,Americas,39.5,-98.4
2020,X,United States,1,Live animals,17815818.8651058,Americas,39.5,-98.4
2020,X,Uruguay,5,Other animal products,18084.8564862,Americas,0.0,0.0
2020,X,Uruguay,2,Meat & offal,18493.599119799997,Americas,0.0,0.0
2020,X,Venezuela,4,"Dairy, eggs & honey",55.1002991,Americas,0.0,0.0
2020,X,Yemen,4,"Dairy, eggs & honey",3332836.1126221,Other,0.0,0.0
2021,X,"China, Macao SAR",4,"Dairy, eggs & honey",630488.7820384,Other,0.0,0.0
2021,X,United States,8,Fruit & nuts,1645.76132,Americas,39.5,-98.4
2021,X,United Kingdom,3,Fish & seafood,37794951.1116688,Europe,55.4,-3.4
2021,X,United Kingdom,4,"Dairy, eggs & honey",800150386.3257328,Europe,55.4,-3.4
2021,X,Philippines,4,"Dairy, eggs & honey",31293322.732004803,Asia,0.0,0.0
2021,X,United States,5,Other animal products,607784.482072,Americas,39.5,-98.4
2021,X,Eswatini,1,Live animals,9.009928,Other,0.0,0.0
2021,X,Japan,4,"Dairy, eggs & honey",60330604.9334864,Asia,36.2,138.3
2021,X,United Kingdom,2,Meat & offal,1161273380.8311985,Europe,55.4,-3.4
2021,X,United Kingdom,6,Live plants,18409940.269904,Europe,55.4,-3.4
2021,X,United Kingdom,9,"Coffee, tea & spices",22955533.1990992,Europe,55.4,-3.4
2021,X,France,1,Live animals,10552875.232991999,Europe,46.2,2.2
2021,X,Hong Kong,4,"Dairy, eggs & honey",2314789.4075968005,Asia,22.3,114.2
2021,X,Rep. of Korea,4,"Dairy, eggs & honey",2280056.2341856,Asia,35.9,127.8
2021,X,Switzerland,8,Fruit & nuts,55.0591664,Europe,46.8,8.2
2021,X,Nigeria,9,"Coffee, tea & spices",5.0056096,Africa,9.1,8.7
2021,X,United Arab Emirates,9,"Coffee, tea & spices",39427.1969328,Middle East,23.4,53.8
2021,X,United Arab Emirates,3,Fish & seafood,1441147.3904896001,Middle East,23.4,53.8
2021,X,Egypt,4,"Dairy, eggs & honey",42039182.5074736,Africa,26.8,30.8
2021,X,South Africa,1,Live animals,5776.1823168,Africa,-30.6,22.9
2021,X,Australia,3,Fish & seafood,161196.5211264,Oceania,-25.3,133.8
2021,X,Australia,4,"Dairy, eggs & honey",6727478.094984,Oceania,-25.3,133.8
2021,X,Bangladesh,4,"Dairy, eggs & honey",14089914.7553904,Asia,0.0,0.0
2021,X,Barbados,4,"Dairy, eggs & honey",344108.2823456,Other,0.0,0.0
2021,X,Belgium,3,Fish & seafood,12240367.2740768,Europe,50.5,4.5
2021,X,Belgium,4,"Dairy, eggs & honey",80278787.5103824,Europe,50.5,4.5
2021,X,Myanmar,4,"Dairy, eggs & honey",172710.844312,Other,0.0,0.0
2021,X,Belarus,3,Fish & seafood,35520.0156288,Europe/Asia,0.0,0.0
2021,X,Belarus,4,"Dairy, eggs & honey",789965.4615312001,Europe/Asia,0.0,0.0
2021,X,Dem. Rep. of the Congo,4,"Dairy, eggs & honey",3023475.8803616003,Other,0.0,0.0
2021,X,Costa Rica,4,"Dairy, eggs & honey",103258.51218080001,Americas,0.0,0.0
2021,X,Croatia,3,Fish & seafood,308182.8334992,Europe,45.1,15.2
2021,X,Italy,3,Fish & seafood,52021333.9217728,Europe,41.9,12.5
2021,X,Italy,4,"Dairy, eggs & honey",23813309.234913602,Europe,41.9,12.5
2021,X,Jordan,4,"Dairy, eggs & honey",2018071.8450176,Middle East,0.0,0.0
2021,X,Kenya,4,"Dairy, eggs & honey",1937344.4458208,Africa,0.0,0.0
2021,X,Kuwait,3,Fish & seafood,25.0272016,Middle East,0.0,0.0
2021,X,Kuwait,4,"Dairy, eggs & honey",1684420.754264,Middle East,0.0,0.0
2021,X,Lithuania,3,Fish & seafood,353335.1579008,Europe,0.0,0.0
2021,X,Lithuania,4,"Dairy, eggs & honey",238218.95413600001,Europe,0.0,0.0
2021,X,Madagascar,4,"Dairy, eggs & honey",162490.9062576,Africa,0.0,0.0
2021,X,Malawi,4,"Dairy, eggs & honey",1765359.3785056002,Other,0.0,0.0
2021,X,Malaysia,3,Fish & seafood,319416.8560896,Asia,4.2,108.0
2021,X,Malaysia,4,"Dairy, eggs & honey",55437107.6594192,Asia,4.2,108.0
2021,X,Morocco,4,"Dairy, eggs & honey",26958337.2066768,Africa,31.8,-7.1
2021,X,Pakistan,4,"Dairy, eggs & honey",6443789.4765408,Asia,0.0,0.0
2021,X,Panama,4,"Dairy, eggs & honey",626121.1075040001,Americas,0.0,0.0
2021,X,Peru,4,"Dairy, eggs & honey",17125841.961825598,Americas,0.0,0.0
2021,X,Uruguay,5,Other animal products,46248.497888,Americas,0.0,0.0
2021,X,Ukraine,5,Other animal products,100.1071136,Europe/Asia,48.4,31.2
2021,X,Ukraine,7,Vegetables,238.25482880000004,Europe/Asia,48.4,31.2
2021,X,Sweden,5,Other animal products,27082.985318400002,Europe,63.0,16.0
2021,X,Singapore,5,Other animal products,1.0012912,Asia,1.3,103.8
2021,X,Singapore,7,Vegetables,3075.2911392,Asia,1.3,103.8
2021,X,Slovakia,5,Other animal products,1464.5673936,Europe,48.7,19.7
2021,X,Slovakia,7,Vegetables,2811.0086640000004,Europe,48.7,19.7
2021,X,Romania,5,Other animal products,22724.320712000004,Europe,45.9,24.9
2021,X,Norway,5,Other animal products,737.789952,Europe,60.5,8.5
2021,X,Norway,7,Vegetables,4059.3445567999997,Europe,60.5,8.5
2021,X,New Zealand,5,Other animal products,72037.0980752,Oceania,-40.9,174.9
2021,X,Netherlands,5,Other animal products,1796366.5645392002,Europe,52.1,5.3
2021,X,Netherlands,7,Vegetables,634738.3296032001,Europe,52.1,5.3
2021,X,Hong Kong,5,Other animal products,1423867.8966512003,Asia,22.3,114.2
2021,X,Japan,5,Other animal products,25567.3639232,Asia,36.2,138.3
2021,X,Iceland,7,Vegetables,838558.4687984,Europe,0.0,0.0
2021,X,Greece,5,Other animal products,5099.4575856,Europe,39.1,21.8
2021,X,Finland,5,Other animal products,45118.2881184,Europe,64.0,26.0
2021,X,Finland,7,Vegetables,1400.4991456,Europe,64.0,26.0
2021,X,Denmark,5,Other animal products,4698167.2217664,Europe,56.0,10.0
2021,X,Cyprus,5,Other animal products,1562.6727712000002,Europe,0.0,0.0
2021,X,Cyprus,7,Vegetables,9711.3938496,Europe,0.0,0.0
2021,X,Congo,5,Other animal products,77583.0333536,Other,0.0,0.0
2021,X,Bahrain,7,Vegetables,9689.369675200001,Middle East,0.0,0.0
2021,X,Angola,7,Vegetables,1.0012912,Africa,0.0,0.0
2021,X,Argentina,5,Other animal products,153850.6586928,Americas,-38.4,-63.6
2021,X,Australia,5,Other animal products,66459.1282496,Oceania,-25.3,133.8
2021,X,Australia,7,Vegetables,3317.5502864000005,Oceania,-25.3,133.8
2021,X,Sweden,2,Meat & offal,155900406.677784,Europe,63.0,16.0
2021,X,Sweden,9,"Coffee, tea & spices",17571.8065424,Europe,63.0,16.0
2021,X,Spain,2,Meat & offal,44928672.98936961,Europe,40.0,-4.0
2021,X,Spain,6,Live plants,22318.886648,Europe,40.0,-4.0
2021,X,Spain,8,Fruit & nuts,3677056.375728,Europe,40.0,-4.0
2021,X,Spain,9,"Coffee, tea & spices",206172.6563648,Europe,40.0,-4.0
2021,X,Vietnam,2,Meat & offal,702716.0831216,Asia,0.0,0.0
2021,X,Slovenia,2,Meat & offal,127864.84730560001,Europe,46.2,14.8
2021,X,Slovenia,9,"Coffee, tea & spices",20324.7530128,Europe,46.2,14.8
2021,X,Singapore,2,Meat & offal,3105875.0685248002,Asia,1.3,103.8
2021,X,Singapore,6,Live plants,9.009928,Asia,1.3,103.8
2021,X,Singapore,8,Fruit & nuts,28870.8995184,Asia,1.3,103.8
