refyear,flowcode,partnerdesc,cmdcode,cmddesc,primaryvalue,continent,partner_lat,partner_lon,_source
2010,M,Denmark,0,Crude petroleum oils,190004840.19468212,Europe,56.0,10.0,imports_2010_2021
2010,M,France,0,Crude petroleum oils,10510.231132,Europe,46.2,2.2,imports_2010_2021
2010,M,Germany,0,Crude petroleum oils,42574151.9258039,Europe,51.2,10.5,imports_2010_2021
2010,M,Libya,0,Crude petroleum oils,338489157.6130992,Africa,26.3,17.2,imports_2010_2021
2010,M,E19,0,Crude petroleum oils,633.4962270999999,Other,0.0,0.0,imports_2010_2021
2010,M,Norway,0,Crude petroleum oils,598428405.9048786,Europe,60.5,8.5,imports_2010_2021
2010,M,Russian Federation,0,Crude petroleum oils,4956397.6003046,Other,0.0,0.0,imports_2010_2021
2010,M,United Kingdom,0,Crude petroleum oils,194589365.5638715,Europe,55.4,-3.4,imports_2010_2021
2010,M,_X,0,Crude petroleum oils,567912.7609275,Other,0.0,0.0,imports_2010_2021
2010,M,Australia,0,Crude petroleum oils,17653.8256752,Oceania,-25.3,133.8,imports_2010_2021
2010,M,Austria,0,Crude petroleum oils,3791.9698958,Europe,0.0,0.0,imports_2010_2021
2010,M,Belgium,0,Crude petroleum oils,43859396.4639291,Europe,50.5,4.5,imports_2010_2021
2010,M,Bulgaria,0,Crude petroleum oils,797.6243204,Europe,0.0,0.0,imports_2010_2021
2010,M,Canada,0,Crude petroleum oils,638.4997043000001,Americas,56.1,-106.3,imports_2010_2021
2010,M,China,0,Crude petroleum oils,13991.9575101,Asia,35.9,104.2,imports_2010_2021
2010,M,Czechia,0,Crude petroleum oils,34595.092936500005,Europe,0.0,0.0,imports_2010_2021
2010,M,Denmark,0,Crude petroleum oils,17283183.316596203,Europe,56.0,10.0,imports_2010_2021
2010,M,Finland,0,Crude petroleum oils,4295723.1931504,Europe,0.0,0.0,imports_2010_2021
2010,M,France,0,Crude petroleum oils,74528011.574364,Europe,46.2,2.2,imports_2010_2021
2010,M,Palestine,0,Crude petroleum oils,2431274.0508292,Middle East,0.0,0.0,imports_2010_2021
2010,M,Germany,0,Crude petroleum oils,54178924.1970384,Europe,51.2,10.5,imports_2010_2021
2010,M,Hungary,0,Crude petroleum oils,786.6163686,Europe,0.0,0.0,imports_2010_2021
2010,M,Ireland,0,Crude petroleum oils,2305638.6595577,Europe,0.0,0.0,imports_2010_2021
2010,M,Italy,0,Crude petroleum oils,439148.9191152,Europe,41.9,12.5,imports_2010_2021
2010,M,Japan,0,Crude petroleum oils,9932.7786809,Asia,36.2,138.3,imports_2010_2021
2010,M,Lithuania,0,Crude petroleum oils,1812.4190277,Europe,0.0,0.0,imports_2010_2021
2010,M,Luxembourg,0,Crude petroleum oils,93354.1098643,Europe,49.6,6.1,imports_2010_2021
2010,M,Netherlands,0,Crude petroleum oils,80900692.3362956,Europe,52.1,5.3,imports_2010_2021
2010,M,Norway,0,Crude petroleum oils,373305496.0112577,Europe,60.5,8.5,imports_2010_2021
2010,M,Poland,0,Crude petroleum oils,622.4875204,Europe,52.0,20.0,imports_2010_2021
2010,M,Portugal,0,Crude petroleum oils,656.513883,Europe,0.0,0.0,imports_2010_2021
2010,M,Romania,0,Crude petroleum oils,1110.8700754000001,Europe,0.0,0.0,imports_2010_2021
2010,M,Russian Federation,0,Crude petroleum oils,42496456.0778079,Other,0.0,0.0,imports_2010_2021
2010,M,Saudi Arabia,0,Crude petroleum oils,2338.8319349,Middle East,23.9,45.1,imports_2010_2021
2010,M,India,0,Crude petroleum oils,9029.0712831,Asia,20.6,78.9,imports_2010_2021
2010,M,Slovenia,0,Crude petroleum oils,398.3116615,Europe,0.0,0.0,imports_2010_2021
2010,M,South Africa,0,Crude petroleum oils,20.0154186,Africa,-30.6,22.9,imports_2010_2021
2010,M,Spain,0,Crude petroleum oils,309204.1532624,Europe,40.0,-4.0,imports_2010_2021
2010,M,Sweden,0,Crude petroleum oils,67581311.2698373,Europe,63.0,16.0,imports_2010_2021
2010,M,Switzerland,0,Crude petroleum oils,6799.3246629000005,Europe,0.0,0.0,imports_2010_2021
2010,M,United Arab Emirates,0,Crude petroleum oils,91798004.5610052,Middle East,23.4,53.8,imports_2010_2021
2010,M,Ukraine,0,Crude petroleum oils,1070.8384833,Europe/Asia,0.0,0.0,imports_2010_2021
2010,M,United Kingdom,0,Crude petroleum oils,1896461474.848637,Europe,55.4,-3.4,imports_2010_2021
2010,M,United States,0,Crude petroleum oils,358739.946931,Americas,39.5,-98.4,imports_2010_2021
2010,M,_X,0,Crude petroleum oils,17092446.941408798,Other,0.0,0.0,imports_2010_2021
2010,M,Austria,0,Petroleum gas,1985.5553427,Europe,0.0,0.0,imports_2010_2021
2010,M,Belgium,0,Petroleum gas,966980.2902093,Europe,50.5,4.5,imports_2010_2021
2010,M,China,0,Petroleum gas,6003.7015824,Asia,35.9,104.2,imports_2010_2021
2010,M,Denmark,0,Petroleum gas,3976.1141626,Europe,56.0,10.0,imports_2010_2021
2010,M,France,0,Petroleum gas,2729881.9053008,Europe,46.2,2.2,imports_2010_2021
2010,M,Germany,0,Petroleum gas,49112.4623564,Europe,51.2,10.5,imports_2010_2021
2010,M,Hong Kong,0,Petroleum gas,14453.3191745,Asia,0.0,0.0,imports_2010_2021
2010,M,Iraq,0,Petroleum gas,106.08307740000001,Middle East,33.2,43.7,imports_2010_2021
2010,M,Ireland,0,Petroleum gas,658.5158778,Europe,0.0,0.0,imports_2010_2021
2010,M,Italy,0,Petroleum gas,591.4633951000001,Europe,41.9,12.5,imports_2010_2021
2010,M,Netherlands,0,Petroleum gas,422.3310697,Europe,52.1,5.3,imports_2010_2021
2010,M,Norway,0,Petroleum gas,85404952.8459755,Europe,60.5,8.5,imports_2010_2021
2010,M,Portugal,0,Petroleum gas,925.7248112,Europe,0.0,0.0,imports_2010_2021
2010,M,Spain,0,Petroleum gas,306722.2096502,Europe,40.0,-4.0,imports_2010_2021
2010,M,Switzerland,0,Petroleum gas,1807.4155504999999,Europe,0.0,0.0,imports_2010_2021
2010,M,United Kingdom,0,Petroleum gas,1039374481.6018724,Europe,55.4,-3.4,imports_2010_2021
2010,M,United States,0,Petroleum gas,7028.5039990000005,Americas,39.5,-98.4,imports_2010_2021
2010,M,_X,0,Petroleum gas,6659527.405755799,Other,0.0,0.0,imports_2010_2021
2011,M,Algeria,0,Crude petroleum oils,27233958.328711,Africa,28.0,1.7,imports_2010_2021
2011,M,Denmark,0,Crude petroleum oils,52821178.1673145,Europe,56.0,10.0,imports_2010_2021
2011,M,France,0,Crude petroleum oils,33979.286155500005,Europe,46.2,2.2,imports_2010_2021
2011,M,Germany,0,Crude petroleum oils,29915.152272000003,Europe,51.2,10.5,imports_2010_2021
2011,M,Italy,0,Crude petroleum oils,2826.2657915000004,Europe,41.9,12.5,imports_2010_2021
2011,M,Libya,0,Crude petroleum oils,93213572.060804,Africa,26.3,17.2,imports_2010_2021
2011,M,Nigeria,0,Crude petroleum oils,337787200.05243653,Africa,9.1,8.7,imports_2010_2021
2011,M,Norway,0,Crude petroleum oils,252493696.0740615,Europe,60.5,8.5,imports_2010_2021
2011,M,United Kingdom,0,Crude petroleum oils,963979754.1143275,Europe,55.4,-3.4,imports_2010_2021
2011,M,United States,0,Crude petroleum oils,827.2487225000001,Americas,39.5,-98.4,imports_2010_2021
2011,M,_X,0,Crude petroleum oils,706024.6319975,Other,0.0,0.0,imports_2010_2021
2011,M,Austria,0,Crude petroleum oils,5376.114073000001,Europe,0.0,0.0,imports_2010_2021
2011,M,Belgium,0,Crude petroleum oils,60125987.614801005,Europe,50.5,4.5,imports_2010_2021
2011,M,Canada,0,Crude petroleum oils,2676.039228,Americas,56.1,-106.3,imports_2010_2021
2011,M,China,0,Crude petroleum oils,78750.862217,Asia,35.9,104.2,imports_2010_2021
2011,M,Czechia,0,Crude petroleum oils,5041.6091695,Europe,0.0,0.0,imports_2010_2021
2011,M,Denmark,0,Crude petroleum oils,28915188.878234,Europe,56.0,10.0,imports_2010_2021
2011,M,Finland,0,Crude petroleum oils,17425470.9766015,Europe,0.0,0.0,imports_2010_2021
2011,M,France,0,Crude petroleum oils,2487234.0839585,Europe,46.2,2.2,imports_2010_2021
2011,M,Gabon,0,Crude petroleum oils,52987.97682249999,Africa,0.0,0.0,imports_2010_2021
2011,M,Germany,0,Crude petroleum oils,37924381.8225945,Europe,51.2,10.5,imports_2010_2021
2011,M,Hungary,0,Crude petroleum oils,78678.7532075,Europe,0.0,0.0,imports_2010_2021
2011,M,Ireland,0,Crude petroleum oils,133474.4586705,Europe,0.0,0.0,imports_2010_2021
2011,M,Italy,0,Crude petroleum oils,120373.6846725,Europe,41.9,12.5,imports_2010_2021
2011,M,Japan,0,Crude petroleum oils,1595.407788,Asia,36.2,138.3,imports_2010_2021
2011,M,Luxembourg,0,Crude petroleum oils,219843.819307,Europe,49.6,6.1,imports_2010_2021
2011,M,S19,0,Crude petroleum oils,49.074217000000004,Other,0.0,0.0,imports_2010_2021
2011,M,Netherlands,0,Crude petroleum oils,79526721.93774651,Europe,52.1,5.3,imports_2010_2021
2011,M,Norway,0,Crude petroleum oils,595839943.624196,Europe,60.5,8.5,imports_2010_2021
2011,M,Poland,0,Crude petroleum oils,64462.295888,Europe,52.0,20.0,imports_2010_2021
2011,M,Portugal,0,Crude petroleum oils,56086.653948,Europe,0.0,0.0,imports_2010_2021
2011,M,Romania,0,Crude petroleum oils,1774.678408,Europe,0.0,0.0,imports_2010_2021
2011,M,Slovenia,0,Crude petroleum oils,1900.8693545,Europe,0.0,0.0,imports_2010_2021
2011,M,Spain,0,Crude petroleum oils,403100.416064,Europe,40.0,-4.0,imports_2010_2021
2011,M,Sweden,0,Crude petroleum oils,140007861.59859002,Europe,63.0,16.0,imports_2010_2021
2011,M,Switzerland,0,Crude petroleum oils,55752228.120428,Europe,0.0,0.0,imports_2010_2021
2011,M,Thailand,0,Crude petroleum oils,1800.7178325000002,Asia,0.0,0.0,imports_2010_2021
2011,M,Uganda,0,Crude petroleum oils,34224.656521,Africa,0.0,0.0,imports_2010_2021
2011,M,Ukraine,0,Crude petroleum oils,2006.027877,Europe/Asia,0.0,0.0,imports_2010_2021
2011,M,United Kingdom,0,Crude petroleum oils,2376129443.4629545,Europe,55.4,-3.4,imports_2010_2021
2011,M,United States,0,Crude petroleum oils,42490063.993351504,Americas,39.5,-98.4,imports_2010_2021
2011,M,_X,0,Crude petroleum oils,21842600.932308502,Other,0.0,0.0,imports_2010_2021
2011,M,China,0,Petroleum gas,21476.4152185,Asia,35.9,104.2,imports_2010_2021
2011,M,Denmark,0,Petroleum gas,4175.301670000001,Europe,56.0,10.0,imports_2010_2021
2011,M,Ecuador,0,Petroleum gas,16077.266353,Americas,0.0,0.0,imports_2010_2021
2011,M,France,0,Petroleum gas,793537.7191875001,Europe,46.2,2.2,imports_2010_2021
2011,M,Germany,0,Petroleum gas,45815.1503735,Europe,51.2,10.5,imports_2010_2021
2011,M,Ireland,0,Petroleum gas,3007.5394995,Europe,0.0,0.0,imports_2010_2021
2011,M,Italy,0,Petroleum gas,826.2471785,Europe,41.9,12.5,imports_2010_2021
2011,M,Netherlands,0,Petroleum gas,2467663.5458145,Europe,52.1,5.3,imports_2010_2021
2011,M,Norway,0,Petroleum gas,88663771.86107601,Europe,60.5,8.5,imports_2010_2021
2011,M,Spain,0,Petroleum gas,1095.6538805,Europe,40.0,-4.0,imports_2010_2021
2011,M,United Kingdom,0,Petroleum gas,1255973719.5625236,Europe,55.4,-3.4,imports_2010_2021
2011,M,United States,0,Petroleum gas,10707.1608245,Americas,39.5,-98.4,imports_2010_2021
2011,M,_X,0,Petroleum gas,7840558.075042501,Other,0.0,0.0,imports_2010_2021
2012,M,Algeria,0,Crude petroleum oils,714487473.3249762,Africa,28.0,1.7,imports_2010_2021
2012,M,Belgium,0,Crude petroleum oils,1708.7357628,Europe,50.5,4.5,imports_2010_2021
2012,M,France,0,Crude petroleum oils,3685.586328,Europe,46.2,2.2,imports_2010_2021
2012,M,Germany,0,Crude petroleum oils,18870.1212222,Europe,51.2,10.5,imports_2010_2021
2012,M,Ireland,0,Crude petroleum oils,147685.562553,Europe,0.0,0.0,imports_2010_2021
2012,M,Libya,0,Crude petroleum oils,169667759.084232,Africa,26.3,17.2,imports_2010_2021
2012,M,Netherlands,0,Crude petroleum oils,527082.8505576,Europe,52.1,5.3,imports_2010_2021
2012,M,Nigeria,0,Crude petroleum oils,675371315.1731604,Africa,9.1,8.7,imports_2010_2021
2012,M,Norway,0,Crude petroleum oils,141442184.11564022,Europe,60.5,8.5,imports_2010_2021
2012,M,United Kingdom,0,Crude petroleum oils,168018997.47561002,Europe,55.4,-3.4,imports_2010_2021
2012,M,_X,0,Crude petroleum oils,170523.3917274,Other,0.0,0.0,imports_2010_2021
2012,M,Austria,0,Crude petroleum oils,10461.502131,Europe,0.0,0.0,imports_2010_2021
2012,M,Belgium,0,Crude petroleum oils,58533343.088554196,Europe,50.5,4.5,imports_2010_2021
2012,M,Canada,0,Crude petroleum oils,28838625.818282396,Americas,56.1,-106.3,imports_2010_2021
2012,M,China,0,Crude petroleum oils,42024.0863646,Asia,35.9,104.2,imports_2010_2021
2012,M,Czechia,0,Crude petroleum oils,8382.6077562,Europe,0.0,0.0,imports_2010_2021
2012,M,Denmark,0,Crude petroleum oils,53045764.2964884,Europe,56.0,10.0,imports_2010_2021
2012,M,Finland,0,Crude petroleum oils,7189.0940892,Europe,0.0,0.0,imports_2010_2021
2012,M,France,0,Crude petroleum oils,11897890.7176278,Europe,46.2,2.2,imports_2010_2021
2012,M,Gabon,0,Crude petroleum oils,56540.334226800005,Africa,0.0,0.0,imports_2010_2021
2012,M,Germany,0,Crude petroleum oils,4251627.852633,Europe,51.2,10.5,imports_2010_2021
2012,M,Hungary,0,Crude petroleum oils,85088.62146000001,Europe,0.0,0.0,imports_2010_2021
2012,M,Ireland,0,Crude petroleum oils,117874.7322,Europe,0.0,0.0,imports_2010_2021
2012,M,Italy,0,Crude petroleum oils,22733.7846126,Europe,41.9,12.5,imports_2010_2021
2012,M,Japan,0,Crude petroleum oils,14343.1730694,Asia,36.2,138.3,imports_2010_2021
2012,M,Luxembourg,0,Crude petroleum oils,215908.924665,Europe,49.6,6.1,imports_2010_2021
2012,M,Netherlands,0,Crude petroleum oils,50531760.2980314,Europe,52.1,5.3,imports_2010_2021
2012,M,New Zealand,0,Crude petroleum oils,44.018882999999995,Oceania,0.0,0.0,imports_2010_2021
2012,M,Nicaragua,0,Crude petroleum oils,1734.7463195999999,Americas,0.0,0.0,imports_2010_2021
2012,M,Norway,0,Crude petroleum oils,552347785.237584,Europe,60.5,8.5,imports_2010_2021
2012,M,Poland,0,Crude petroleum oils,399402.8987454,Europe,52.0,20.0,imports_2010_2021
2012,M,Portugal,0,Crude petroleum oils,70473.3313056,Europe,0.0,0.0,imports_2010_2021
2012,M,Romania,0,Crude petroleum oils,1187.5114104,Europe,0.0,0.0,imports_2010_2021
2012,M,India,0,Crude petroleum oils,613.2636228,Asia,20.6,78.9,imports_2010_2021
2012,M,Spain,0,Crude petroleum oils,1517256.0100458,Europe,40.0,-4.0,imports_2010_2021
2012,M,Sweden,0,Crude petroleum oils,32551418.7622416,Europe,63.0,16.0,imports_2010_2021
2012,M,Switzerland,0,Crude petroleum oils,13193.678285400001,Europe,0.0,0.0,imports_2010_2021
2012,M,United Arab Emirates,0,Crude petroleum oils,5563.394601,Middle East,23.4,53.8,imports_2010_2021
2012,M,United Kingdom,0,Crude petroleum oils,2592770347.022013,Europe,55.4,-3.4,imports_2010_2021
2012,M,United States,0,Crude petroleum oils,80492215.9393404,Americas,39.5,-98.4,imports_2010_2021
2012,M,_X,0,Crude petroleum oils,21732254.3167098,Other,0.0,0.0,imports_2010_2021
2012,M,China,0,Petroleum gas,31270.458070200002,Asia,35.9,104.2,imports_2010_2021
2012,M,Denmark,0,Petroleum gas,3637.5659405999995,Europe,56.0,10.0,imports_2010_2021
2012,M,France,0,Petroleum gas,2851832.396514,Europe,46.2,2.2,imports_2010_2021
2012,M,Germany,0,Petroleum gas,48593.9145744,Europe,51.2,10.5,imports_2010_2021
2012,M,Latvia,0,Petroleum gas,1620182.3077842,Europe,0.0,0.0,imports_2010_2021
2012,M,Russian Federation,0,Petroleum gas,3976071.255927,Other,0.0,0.0,imports_2010_2021
2012,M,Switzerland,0,Petroleum gas,656.2825187999999,Europe,0.0,0.0,imports_2010_2021
2012,M,United Kingdom,0,Petroleum gas,1428373871.9535193,Europe,55.4,-3.4,imports_2010_2021
2012,M,United States,0,Petroleum gas,3574.5387444,Americas,39.5,-98.4,imports_2010_2021
2012,M,_X,0,Petroleum gas,13536824.0960418,Other,0.0,0.0,imports_2010_2021
2013,M,Algeria,0,Crude petroleum oils,156424861.3965184,Africa,28.0,1.7,imports_2010_2021
2013,M,Angola,0,Crude petroleum oils,124855752.5761784,Africa,0.0,0.0,imports_2010_2021
2013,M,Denmark,0,Crude petroleum oils,315547850.74037117,Europe,56.0,10.0,imports_2010_2021
2013,M,Germany,0,Crude petroleum oils,27434.282635199997,Europe,51.2,10.5,imports_2010_2021
2013,M,Libya,0,Crude petroleum oils,163281321.36973718,Africa,26.3,17.2,imports_2010_2021
2013,M,Netherlands,0,Crude petroleum oils,822962.4603228,Europe,52.1,5.3,imports_2010_2021
2013,M,Nigeria,0,Crude petroleum oils,210338133.6572712,Africa,9.1,8.7,imports_2010_2021
2013,M,Norway,0,Crude petroleum oils,750327498.1173524,Europe,60.5,8.5,imports_2010_2021
2013,M,United Kingdom,0,Crude petroleum oils,154405616.15873522,Europe,55.4,-3.4,imports_2010_2021
2013,M,United States,0,Crude petroleum oils,5021.6988863999995,Americas,39.5,-98.4,imports_2010_2021
2013,M,Austria,0,Crude petroleum oils,11648.9414888,Europe,0.0,0.0,imports_2010_2021
2013,M,Belgium,0,Crude petroleum oils,30829228.4724088,Europe,50.5,4.5,imports_2010_2021
2013,M,Canada,0,Crude petroleum oils,866.2929800000001,Americas,56.1,-106.3,imports_2010_2021
2013,M,China,0,Crude petroleum oils,28000.474373200002,Asia,35.9,104.2,imports_2010_2021
2013,M,Czechia,0,Crude petroleum oils,6500.1996052,Europe,0.0,0.0,imports_2010_2021
2013,M,Denmark,0,Crude petroleum oils,515256.3439632,Europe,56.0,10.0,imports_2010_2021
2013,M,Finland,0,Crude petroleum oils,6743.2813476,Europe,0.0,0.0,imports_2010_2021
2013,M,France,0,Crude petroleum oils,2064198.4485275997,Europe,46.2,2.2,imports_2010_2021
2013,M,Gabon,0,Crude petroleum oils,36973.5101708,Africa,0.0,0.0,imports_2010_2021
2013,M,Germany,0,Crude petroleum oils,6229751.9180008,Europe,51.2,10.5,imports_2010_2021
2013,M,Hungary,0,Crude petroleum oils,32507.9997732,Europe,0.0,0.0,imports_2010_2021
2013,M,Ireland,0,Crude petroleum oils,13072.423207200001,Europe,0.0,0.0,imports_2010_2021
2013,M,Italy,0,Crude petroleum oils,25775.721924399997,Europe,41.9,12.5,imports_2010_2021
2013,M,Japan,0,Crude petroleum oils,57130.330720399994,Asia,36.2,138.3,imports_2010_2021
2013,M,Luxembourg,0,Crude petroleum oils,53428.0778024,Europe,49.6,6.1,imports_2010_2021
2013,M,Netherlands,0,Crude petroleum oils,94795756.3830424,Europe,52.1,5.3,imports_2010_2021
2013,M,Norway,0,Crude petroleum oils,84673580.4129544,Europe,60.5,8.5,imports_2010_2021
2013,M,Poland,0,Crude petroleum oils,897471.6714039999,Europe,52.0,20.0,imports_2010_2021
2013,M,Portugal,0,Crude petroleum oils,50284.0146256,Europe,0.0,0.0,imports_2010_2021
2013,M,Russian Federation,0,Crude petroleum oils,10415620.261018,Other,0.0,0.0,imports_2010_2021
2013,M,Saint Barthelemy,0,Crude petroleum oils,5969.019616,Other,0.0,0.0,imports_2010_2021
2013,M,Saudi Arabia,0,Crude petroleum oils,71267272.2134044,Middle East,23.9,45.1,imports_2010_2021
2013,M,Spain,0,Crude petroleum oils,11522768.8797284,Europe,40.0,-4.0,imports_2010_2021
2013,M,Sweden,0,Crude petroleum oils,238610.73740840002,Europe,63.0,16.0,imports_2010_2021
2013,M,Switzerland,0,Crude petroleum oils,3020.0216816,Europe,0.0,0.0,imports_2010_2021
2013,M,United Arab Emirates,0,Crude petroleum oils,3141.0631812,Middle East,23.4,53.8,imports_2010_2021
2013,M,Türkiye,0,Crude petroleum oils,16357.535135199998,Europe/Asia,0.0,0.0,imports_2010_2021
2013,M,United Kingdom,0,Crude petroleum oils,2691911282.370341,Europe,55.4,-3.4,imports_2010_2021
2013,M,United States,0,Crude petroleum oils,18145028.607689198,Americas,39.5,-98.4,imports_2010_2021
2013,M,_X,0,Crude petroleum oils,3694.2501679999996,Other,0.0,0.0,imports_2010_2021
2013,M,Belgium,0,Petroleum gas,2686815.119086,Europe,50.5,4.5,imports_2010_2021
2013,M,China,0,Petroleum gas,11136.7685016,Asia,35.9,104.2,imports_2010_2021
2013,M,Denmark,0,Petroleum gas,421201.5190684,Europe,56.0,10.0,imports_2010_2021
2013,M,France,0,Petroleum gas,757966.468028,Europe,46.2,2.2,imports_2010_2021
2013,M,Germany,0,Petroleum gas,39791.4641096,Europe,51.2,10.5,imports_2010_2021
2013,M,S19,0,Petroleum gas,137.0462464,Other,0.0,0.0,imports_2010_2021
2013,M,Netherlands,0,Petroleum gas,1372438.382518,Europe,52.1,5.3,imports_2010_2021
2013,M,Poland,0,Petroleum gas,1316440.4345204001,Europe,52.0,20.0,imports_2010_2021
2013,M,Portugal,0,Petroleum gas,1093996.1680031999,Europe,0.0,0.0,imports_2010_2021
2013,M,Switzerland,0,Petroleum gas,2344.7936987999997,Europe,0.0,0.0,imports_2010_2021
2013,M,United Kingdom,0,Petroleum gas,1568434570.3392043,Europe,55.4,-3.4,imports_2010_2021
2013,M,United States,0,Petroleum gas,13382.5284516,Americas,39.5,-98.4,imports_2010_2021
2014,M,Algeria,0,Crude petroleum oils,197262938.1819353,Africa,28.0,1.7,imports_2010_2021
2014,M,Canada,0,Crude petroleum oils,49137898.2185605,Americas,56.1,-106.3,imports_2010_2021
2014,M,Denmark,0,Crude petroleum oils,678264.6481804,Europe,56.0,10.0,imports_2010_2021
2014,M,Germany,0,Crude petroleum oils,446947.35598399997,Europe,51.2,10.5,imports_2010_2021
2014,M,Cote d'Ivoire,0,Crude petroleum oils,40284349.2251057,Africa,0.0,0.0,imports_2010_2021
2014,M,Libya,0,Crude petroleum oils,367741826.2955488,Africa,26.3,17.2,imports_2010_2021
2014,M,Netherlands,0,Crude petroleum oils,553268.461019,Europe,52.1,5.3,imports_2010_2021
2014,M,Nigeria,0,Crude petroleum oils,184576874.0113622,Africa,9.1,8.7,imports_2010_2021
2014,M,Norway,0,Crude petroleum oils,621390905.5854222,Europe,60.5,8.5,imports_2010_2021
2014,M,United Kingdom,0,Crude petroleum oils,134646021.24722192,Europe,55.4,-3.4,imports_2010_2021
2014,M,United States,0,Crude petroleum oils,7807.067291400001,Americas,39.5,-98.4,imports_2010_2021
2014,M,Austria,0,Crude petroleum oils,1273.6422061,Europe,0.0,0.0,imports_2010_2021
2014,M,Belgium,0,Crude petroleum oils,22203904.7930499,Europe,50.5,4.5,imports_2010_2021
2014,M,Bulgaria,0,Crude petroleum oils,430.5548935,Europe,0.0,0.0,imports_2010_2021
2014,M,Canada,0,Crude petroleum oils,1014.3083564,Americas,56.1,-106.3,imports_2010_2021
2014,M,Sri Lanka,0,Crude petroleum oils,197.2545955,Asia,0.0,0.0,imports_2010_2021
2014,M,China,0,Crude petroleum oils,102228.8283279,Asia,35.9,104.2,imports_2010_2021
2014,M,Czechia,0,Crude petroleum oils,638.8240608,Europe,0.0,0.0,imports_2010_2021
2014,M,Denmark,0,Crude petroleum oils,387148.2425071,Europe,56.0,10.0,imports_2010_2021
2014,M,Finland,0,Crude petroleum oils,18410467.0088486,Europe,0.0,0.0,imports_2010_2021
2014,M,France,0,Crude petroleum oils,1291890.9435011,Europe,46.2,2.2,imports_2010_2021
2014,M,Gabon,0,Crude petroleum oils,41954.1015104,Africa,0.0,0.0,imports_2010_2021
2014,M,Germany,0,Crude petroleum oils,8417826.111706002,Europe,51.2,10.5,imports_2010_2021
2014,M,Hungary,0,Crude petroleum oils,511.65979680000004,Europe,0.0,0.0,imports_2010_2021
2014,M,Ireland,0,Crude petroleum oils,120753.71688680002,Europe,0.0,0.0,imports_2010_2021
2014,M,Israel,0,Crude petroleum oils,67.086837,Middle East,0.0,0.0,imports_2010_2021
2014,M,Italy,0,Crude petroleum oils,70098.39458260001,Europe,41.9,12.5,imports_2010_2021
2014,M,Japan,0,Crude petroleum oils,56916.3956334,Asia,36.2,138.3,imports_2010_2021
2014,M,Luxembourg,0,Crude petroleum oils,44809.7841349,Europe,49.6,6.1,imports_2010_2021
2014,M,Netherlands,0,Crude petroleum oils,113844211.51008801,Europe,52.1,5.3,imports_2010_2021
2014,M,F19,0,Crude petroleum oils,962.2404993000001,Other,0.0,0.0,imports_2010_2021
2014,M,Norway,0,Crude petroleum oils,90818948.54378271,Europe,60.5,8.5,imports_2010_2021
2014,M,U.S. Minor Islands,0,Crude petroleum oils,355.4584866,Americas,0.0,0.0,imports_2010_2021
2014,M,Poland,0,Crude petroleum oils,1292063.1654585002,Europe,52.0,20.0,imports_2010_2021
2014,M,Russian Federation,0,Crude petroleum oils,57787984.83957421,Other,0.0,0.0,imports_2010_2021
2014,M,Saudi Arabia,0,Crude petroleum oils,7226124.3667556,Middle East,23.9,45.1,imports_2010_2021
2014,M,India,0,Crude petroleum oils,4800.1901858,Asia,20.6,78.9,imports_2010_2021
2014,M,South Africa,0,Crude petroleum oils,4933.3614388000005,Africa,-30.6,22.9,imports_2010_2021
2014,M,Spain,0,Crude petroleum oils,367.473972,Europe,40.0,-4.0,imports_2010_2021
2014,M,Sweden,0,Crude petroleum oils,133035493.4093025,Europe,63.0,16.0,imports_2010_2021
2014,M,Switzerland,0,Crude petroleum oils,2185.8189366,Europe,0.0,0.0,imports_2010_2021
2014,M,United Arab Emirates,0,Crude petroleum oils,1365.7609275000002,Middle East,23.4,53.8,imports_2010_2021
2014,M,Türkiye,0,Crude petroleum oils,362860.92326310003,Europe/Asia,0.0,0.0,imports_2010_2021
2014,M,United Kingdom,0,Crude petroleum oils,2676563877.5504966,Europe,55.4,-3.4,imports_2010_2021
2014,M,United States,0,Crude petroleum oils,128896165.58611122,Americas,39.5,-98.4,imports_2010_2021
2014,M,_X,0,Crude petroleum oils,907.1699014000001,Other,0.0,0.0,imports_2010_2021
2014,M,Belgium,0,Petroleum gas,3533312.3429875,Europe,50.5,4.5,imports_2010_2021
2014,M,China,0,Petroleum gas,5706.358419900001,Asia,35.9,104.2,imports_2010_2021
2014,M,France,0,Petroleum gas,1009499.7888387,Europe,46.2,2.2,imports_2010_2021
2014,M,Germany,0,Petroleum gas,23317.0684211,Europe,51.2,10.5,imports_2010_2021
2014,M,Switzerland,0,Petroleum gas,550.7105012000001,Europe,0.0,0.0,imports_2010_2021
2014,M,United Kingdom,0,Petroleum gas,1278007594.1789913,Europe,55.4,-3.4,imports_2010_2021
2014,M,United States,0,Petroleum gas,25326.659484800002,Americas,39.5,-98.4,imports_2010_2021
2015,M,Algeria,0,Crude petroleum oils,30331027.338865496,Africa,28.0,1.7,imports_2010_2021
2015,M,Azerbaijan,0,Crude petroleum oils,27957189.044932496,Europe/Asia,40.1,47.6,imports_2010_2021
2015,M,Denmark,0,Crude petroleum oils,36611144.1330465,Europe,56.0,10.0,imports_2010_2021
2015,M,Germany,0,Crude petroleum oils,714183.3469364999,Europe,51.2,10.5,imports_2010_2021
